Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)",Symbol.NS
VISHWARAJ,VISHWARAJ SUGAR INDUSTRIES LIMITED (XNSE:VISHWARAJ),27134.21,VISHWARAJ.NS
HINDMOTORS,HINDUSTAN MOTORS LTD (XNSE:HINDMOTORS),26917.05,HINDMOTORS.NS
NINSYS,NINTEC SYSTEMS LIMITED (XNSE:NINSYS),26888.76,NINSYS.NS
NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED (XNSE:NATHBIOGEN),26843.15,NATHBIOGEN.NS
KNAGRI,KN AGRI RESOURCES LIMITED (XNSE:KNAGRI),26836.33,KNAGRI.NS
GEECEE,GeeCee Ventures Limited (XNSE:GEECEE),26725.19,GEECEE.NS
KCPSUGIND,K.C.P.SUGAR AND INDUSTRIES CORPORATION LIMITED (XNSE:KCPSUGIND),26702.18,KCPSUGIND.NS
STEL,STEL Holdings Limited (XNSE:STEL),26520.42,STEL.NS
PODDARMENT,PODDAR PIGMENTS LIMITED (XNSE:PODDARMENT),26355.24,PODDARMENT.NS
KOTYARK,KOTYARK INDUSTRIES LIMITED (XNSE:KOTYARK),26351.38,KOTYARK.NS
HITECHCORP,HITECH CORPORATION LIMITED (XNSE:HITECHCORP),26338.94,HITECHCORP.NS
EUROBOND,EURO PANEL PRODUCTS LIMITED (XNSE:EUROBOND),26337.5,EUROBOND.NS
MICEL,MIC ELECTRONICS LIMITED (XNSE:MICEL),26241.39,MICEL.NS
ORICONENT,ORICON ENTERPRISES LIMITED (XNSE:ORICONENT),26226.97,ORICONENT.NS
20MICRONS,20 MICRONS LIMITED (XNSE:20MICRONS),26217.87,20MICRONS.NS
MWL,MANGALAM WORLDWIDE LIMITED (XNSE:MWL),26215.72,MWL.NS
MINDTECK,MINDTECK (INDIA) LIMITED (XNSE:MINDTECK),26149.37,MINDTECK.NS
BMETRICS,Bombay Metrics Supply Chain Ltd (XNSE:BMETRICS),26105.51,BMETRICS.NS
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED (XNSE:GOKUL),26035.69,GOKUL.NS
SECL,SALASAR EXTERIORS AND CONTOUR LIMITED (XNSE:SECL),25989.31,SECL.NS
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,25969.5,DUGLOBAL.NS
WEL,WONDER ELECTRICALS LIMITED (XNSE:WEL),25957.35,WEL.NS
SUPERHOUSE,SUPER HOUSE LTD. (XNSE:SUPERHOUSE),25947.34,SUPERHOUSE.NS
LOYALTEX,LOYAL TEXTILE MILLS LIMITED (XNSE:LOYALTEX),25922.11,LOYALTEX.NS
BPL,BPL LIMITED (XNSE:BPL),25859.2,BPL.NS
BIRLAMONEY,ADITYA BIRLA MONEY LIMITED (XNSE:BIRLAMONEY),25714.29,BIRLAMONEY.NS
GPTINFRA,GPT INFRAPROJECTS LIMITED (XNSE:GPTINFRA),25624.77,GPTINFRA.NS
E2E,E2E NETWORKS LIMITED (XNSE:E2E),25584.79,E2E.NS
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED (XNSE:SHIVAMAUTO),25544.44,SHIVAMAUTO.NS
DCMNVL,DCM NOUVELLE LIMITED (XNSE:DCMNVL),25214.96,DCMNVL.NS
MAZDA,MAZDA LIMITED (XNSE:MAZDA),24820.99,MAZDA.NS
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Ltd (XNSE:MADHAVBAUG),24706.61,MADHAVBAUG.NS
WINDMACHIN,WINDSOR MACHINES LIMITED (XNSE:WINDMACHIN),24544.22,WINDMACHIN.NS
BASML,BANNARI AMMAN SPINNING MILLS LIMITED (XNSE:BASML),24315.7,BASML.NS
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED (XNSE:WALCHANNAG),24222.62,WALCHANNAG.NS
SEJALLTD,SEJAL GLASS LIMITED (XNSE:SEJALLTD),24083.45,SEJALLTD.NS
UCALFUEL,UCAL FUEL SYSTEMS LIMITED (XNSE:UCALFUEL),23993.28,UCALFUEL.NS
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED (XNSE:MAHEPC),23983.34,MAHEPC.NS
V2RETAIL,V2 Retail Limited (XNSE:V2RETAIL),23969.37,V2RETAIL.NS
SAKUMA,SAKUMA EXPORTS LIMITED (XNSE:SAKUMA),23925.06,SAKUMA.NS
VERTOZ,VERTOZ ADVERTISING LIMITED (XNSE:VERTOZ),23910.08,VERTOZ.NS
KMSUGAR,K.M.Sugar Mills Limited,23874.04,KMSUGAR.NS
ASHIMASYN,ASHIMA LIMITED (XNSE:ASHIMASYN),23861.68,ASHIMASYN.NS
UFO,UFO MOVIEZ INDIA LIMITED (XNSE:UFO),23841.06,UFO.NS
VIKASECO,VIKAS ECOTECH LIMITED (XNSE:VIKASECO),23714.4,VIKASECO.NS
SAKHTISUG,SAKTHI SUGARS LIMITED (XNSE:SAKHTISUG),23710.38,SAKHTISUG.NS
MAHESHWARI,MAHESHWARI LOGISTICS LIMITED (XNSE:MAHESHWARI),23574.17,MAHESHWARI.NS
MAANALU,Maan Aluminium Limited (XNSE:MAANALU),23540.44,MAANALU.NS
HUBTOWN,HUBTOWN LIMITED (XNSE:HUBTOWN),23511.45,HUBTOWN.NS
REPL,RUDRABHISHEK ENTERPRISES LIMITED (XNSE:REPL),23412.38,REPL.NS
QMSMEDI,QMS MEDICAL ALLIED SERVICES LIMITED (XNSE:QMSMEDI),23329.95,QMSMEDI.NS
MANAKSTEEL,MANAKSIA STEELS LIMITED (XNSE:MANAKSTEEL),23264.59,MANAKSTEEL.NS
EMAMIREAL,EMAMI REALTY LIMITED (XNSE:EMAMIREAL),23236.15,EMAMIREAL.NS
GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED (XNSE:GENCON),23176.62,GENCON.NS
STARPAPER,STAR PAPER MILLS LTD. (XNSE:STARPAPER),22842.82,STARPAPER.NS
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LIMITED (XNSE:GUJAPOLLO),22744.5,GUJAPOLLO.NS
JAYSREETEA,Jayshree Tea & Industries Limited,22712.14,JAYSREETEA.NS
NDL,NANDAN DENIM LIMITED (XNSE:NDL),22631.11,NDL.NS
BCONCEPTS,BRAND CONCEPTS LIMITED (XNSE:BCONCEPTS),22525.49,BCONCEPTS.NS
GIRRESORTS,GIR NATUREVIEW RESORTS LIMITED (XNSE:GIRRESORTS),22472.06,GIRRESORTS.NS
SMLT,SARTHAK METALS LIMITED (XNSE:SMLT),22451.19,SMLT.NS
TPLPLASTEH,TPL PLASTECH LIMITED (XNSE:TPLPLASTEH),22308.86,TPLPLASTEH.NS
TEMBO,TEMBO GLOBAL INDUSTRIES LIMITED (XNSE:TEMBO),22224.15,TEMBO.NS
DANGEE,DANGEE DUMS LIMITED (XNSE:DANGEE),22095.41,DANGEE.NS
NIPPOBATRY,INDO- NATIONAL LIMITED (XNSE:NIPPOBATRY),22068.75,NIPPOBATRY.NS
ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED (XNSE:ASIANHOTNR),22040.51,ASIANHOTNR.NS
BRNL,BHARAT ROAD NETWORK LIMITED (XNSE:BRNL),22036.88,BRNL.NS
PPAP,PPAP AUTOMOTIVE LIMITED (XNSE:PPAP),21980,PPAP.NS
PASUPTAC,PASUPATI ACRYLON LIMITED (XNSE:PASUPTAC),21882.18,PASUPTAC.NS
FROG,Frog Cellsat Ltd (XNSE:FROG),21809.72,FROG.NS
ASAHISONG,ASAHI SONGWON COLORS LIMITED (XNSE:ASAHISONG),21800.54,ASAHISONG.NS
PRECOT,PRECOT LIMITED (XNSE:PRECOT),21792,PRECOT.NS
MEP,MEP INFRASTRUCTURE DEVELOPERS Limited (XNSE:MEP),21738.36,MEP.NS
VENUSREM,VENUS REMEDIES LIMITED (XNSE:VENUSREM),21714.67,VENUSREM.NS
KILITCH,KILITCH DRUGS (INDIA) LIMITED. (XNSE:KILITCH),21690.59,KILITCH.NS
BTML,BODHI TREE MULTIMEDIA LIMITED (XNSE:BTML),21618.08,BTML.NS
MEGASTAR,MEGASTAR FOODS LIMITED (XNSE:MEGASTAR),21507.96,MEGASTAR.NS
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED (XNSE:DRCSYSTEMS),21446.16,DRCSYSTEMS.NS
ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED (XNSE:ZODIACLOTH),21275.86,ZODIACLOTH.NS
HILTON,HILTON METAL FORGING LIMITED (XNSE:HILTON),20979,HILTON.NS
INDOTHAI,INDO THAI SECURITIES LIMITED (XNSE:INDOTHAI),20855,INDOTHAI.NS
JITFINFRA,JITF INFRALOGISTICS LIMITED (XNSE:JITFINFRA),20845.71,JITFINFRA.NS
EROSMEDIA,EROS INTERNATIONAL MEDIA LIMITED (XNSE:EROSMEDIA),20765.41,EROSMEDIA.NS
DEVIT,DEV INFORMATION TECHNOLOGY LIMITED (XNSE:DEVIT),20725,DEVIT.NS
BIL,BHARTIYA INTERNATIONAL LIMITED (XNSE:BIL),20703.29,BIL.NS
EIMCOELECO,EIMCO ELECON (INDIA ) LIMITED (XNSE:EIMCOELECO),20546.99,EIMCOELECO.NS
ANMOL,ANMOL INDIA LIMITED (XNSE:ANMOL),20511.86,ANMOL.NS
COASTCORP,COASTAL CORPORATION LIMITED (XNSE:COASTCORP),20384.48,COASTCORP.NS
RAJTV,RAJ TELEVISION NETWORK LIMITED (XNSE:RAJTV),20375.99,RAJTV.NS
KORE,JAY JALARAM TECHNOLOGIES LIMITED (XNSE:KORE),20356.77,KORE.NS
RELCAPITAL,RELIANCE CAPITAL LTD (XNSE:RELCAPITAL),20216.71,RELCAPITAL.NS
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED (XNSE:MGEL),20090.56,MGEL.NS
FOCE,FOCE INDIA LIMITED (XNSE:FOCE),20060.99,FOCE.NS
INDTERRAIN,Indian Terrain Fashions Limited (XNSE:INDTERRAIN),19975.55,INDTERRAIN.NS
TAKE,TAKE SOLUTIONS LIMITED (XNSE:TAKE),19971.09,TAKE.NS
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED (XNSE:TOTAL),19957.13,TOTAL.NS
ACCURACY,ACCURACY SHIPPING LIMITED (XNSE:ACCURACY),19949.2,ACCURACY.NS
AVG,AVG LOGISTICS LIMITED (XNSE:AVG),19894.32,AVG.NS
HARRMALAYA,HARRISONS MALAYALAM LTD (XNSE:HARRMALAYA),19784.19,HARRMALAYA.NS
SHREYANIND,SHREYANS INDUSTRIES LIMITED (XNSE:SHREYANIND),19742.1,SHREYANIND.NS
LOKESHMACH,LOKESH MACHINES LTD (XNSE:LOKESHMACH),19686.45,LOKESHMACH.NS
LGBFORGE,LGB FORGE LIMITED (XNSE:LGBFORGE),19651.7,LGBFORGE.NS
SYSTANGO,Systango Technologies Ltd (XNSE:SYSTANGO),19480.17,SYSTANGO.NS
SIGMA,Sigma Solve Ltd (XNSE:SIGMA),19439.89,SIGMA.NS
MARALOVER,MARAL OVERSEAS LIMITED (XNSE:MARALOVER),19425.74,MARALOVER.NS
ABAN,ABAN OFFSHORE LIMITED (XNSE:ABAN),19406.47,ABAN.NS
BAFNAPH,BAFNA PHARMACEUTICALS LIMITED (XNSE:BAFNAPH),19398.19,BAFNAPH.NS
BEDMUTHA,BEDMUTHA INDUSTRIES LIMITED (XNSE:BEDMUTHA),19390.59,BEDMUTHA.NS
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED (XNSE:SIMPLEXINF),19314.27,SIMPLEXINF.NS
ARIES,Aries Agro Limited (XNSE:ARIES),19304.94,ARIES.NS
DTIL,DHUNSERI TEA & INDUSTRIES LIMITED (XNSE:DTIL),19086.74,DTIL.NS
KRITINUT,KRITI NUTRIENTS LIMITED (XNSE:KRITINUT),19039.34,KRITINUT.NS
IVC,IL&FS Investment Managers Limited,18527.93,IVC.NS
IITL,INDUSTRIAL INVESTMENT TRUST LIMITED (XNSE:IITL),18433.37,IITL.NS
SWASTIK,Swastik Pipe Ltd (XNSE:SWASTIK),18422.55,SWASTIK.NS
AARON,AARON INDUSTRIES LIMITED (XNSE:AARON),18415.56,AARON.NS
VITAL,VITAL CHEMTECH LIMITED (XNSE:VITAL),18406.42,VITAL.NS
BEWLTD,BEW ENGINEERING LIMITED (XNSE:BEWLTD),18339.51,BEWLTD.NS
NILAINFRA,NILA INFRASTRUCTURES LIMITED (XNSE:NILAINFRA),18315.85,NILAINFRA.NS
INDOTECH,INDO-TECH TRANSFORMERS LIMITED (XNSE:INDOTECH),18261.09,INDOTECH.NS
PVP,PVP Ventures Limited (XNSE:PVP),18133.9,PVP.NS
AHLEAST,Asian Hotels (East) Limited (XNSE:AHLEAST),18035.24,AHLEAST.NS
SAH,SAH POLYMERS LIMITED (XNSE:SAH),18018.51,SAH.NS
TIPSFILMS,TIPS FILMS LIMITED (XNSE:TIPSFILMS),17950.78,TIPSFILMS.NS
PHANTOMFX,PHANTOM DIGITAL EFFECTS LIMITED (XNSE:PHANTOMFX),17820.84,PHANTOMFX.NS
DUCOL,DUCOL ORGANICS AND COLOURS LIMITED (XNSE:DUCOL),17731.53,DUCOL.NS
KANPRPLA,KANPUR PLASTIPACK LIMITED (XNSE:KANPRPLA),17690.33,KANPRPLA.NS
VINNY,VINNY OVERSEAS LIMITED (XNSE:VINNY),17679.37,VINNY.NS
MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED (XNSE:MCLEODRUSS),17653.02,MCLEODRUSS.NS
TRF,TRF LIMITED. (XNSE:TRF),17623.57,TRF.NS
ALLETEC,ALL E TECHNOLOGIES LIMITED (XNSE:ALLETEC),17599.22,ALLETEC.NS
MANOMAY,MANOMAY TEX INDIA LIMITED (XNSE:MANOMAY),17590.65,MANOMAY.NS
INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED (XNSE:INSPIRISYS),17510.66,INSPIRISYS.NS
AIRAN,AIRAN LIMITED (XNSE:AIRAN),17377.78,AIRAN.NS
MODISONLTD,MODISON LIMITED (XNSE:MODISONLTD),17344.53,MODISONLTD.NS
MURUDCERA,MURUDESHWAR CERAMICS LIMITED (XNSE:MURUDCERA),17308.58,MURUDCERA.NS
TIRUPATI,SHREE TIRUPATI BALAJEE FIBC LIMITED (XNSE:TIRUPATI),17266.65,TIRUPATI.NS
PAR,PAR DRUGS AND CHEMICALS LIMITED (XNSE:PAR),17226.49,PAR.NS
SGIL,SYNERGY GREEN INDUSTRIES LIMITED (XNSE:SGIL),16977.2,SGIL.NS
SPLIL,SPL INDUSTRIES LIMITED (XNSE:SPLIL),16965,SPLIL.NS
GEEKAYWIRE,GEEKAY WIRES LIMITED (XNSE:GEEKAYWIRE),16838.17,GEEKAYWIRE.NS
PALREDTEC,PALRED TECHNOLOGIES LIMITED (XNSE:PALREDTEC),16728.03,PALREDTEC.NS
ESSARSHPNG,ESSAR SHIPPING LIMITED. (XNSE:ESSARSHPNG),16558.09,ESSARSHPNG.NS
SIL,STANDARD INDUSTRIES LIMITED (XNSE:SIL),16532.54,SIL.NS
PRITI,PRITI INTERNATIONAL LIMITED (XNSE:PRITI),16527.78,PRITI.NS
AKSHARCHEM,AKSHARCHEM (INDIA ) LIMITED (XNSE:AKSHARCHEM),16471.87,AKSHARCHEM.NS
RAMANEWS,SHREE RAMA NEWSPRINT LIMITED (XNSE:RAMANEWS),16448.71,RAMANEWS.NS
RUCHINFRA,RUCHI INFRASTRUCTURE LIMITED (XNSE:RUCHINFRA),16419.2,RUCHINFRA.NS
ALANKIT,Alankit Limited (XNSE:ALANKIT),16392.74,ALANKIT.NS
MEGASOFT,MEGASOFT LIMITED (XNSE:MEGASOFT),16303.18,MEGASOFT.NS
IZMO,IZMO Limited (XNSE:IZMO),16237.28,IZMO.NS
GULFPETRO,GP PETROLEUMS LIMITED (XNSE:GULFPETRO),16187.54,GULFPETRO.NS
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED (XNSE:TOUCHWOOD),16152.55,TOUCHWOOD.NS
SARVESHWAR,SARVESHWAR FOODS LIMITED (XNSE:SARVESHWAR),16128.37,SARVESHWAR.NS
TARMAT,TARMAT LIMITED (XNSE:TARMAT),16081.61,TARMAT.NS
RPPL,RAJSHREE POLYPACK LIMITED (XNSE:RPPL),16080.12,RPPL.NS
IEL,INDIABULLS ENTERPRISES LIMITED (XNSE:IEL),15966.13,IEL.NS
BHARATGEAR,BHARAT GEARS LIMITED (XNSE:BHARATGEAR),15884.81,BHARATGEAR.NS
GOLDTECH,GOLDSTONE TECHNOLOGIES LIMITED (XNSE:GOLDTECH),15855.88,GOLDTECH.NS
MBLINFRA,MBL INFRASTRUCTURE LIMITED (XNSE:MBLINFRA),15765.57,MBLINFRA.NS
PROPEQUITY,P. E. Analytics Limited,15759.84,PROPEQUITY.NS
EMKAY,Emkay Global Financial Services Limited (XNSE:EMKAY),15745.11,EMKAY.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited (XNSE:IL&FSENGG),15734.53,IL&FSENGG.NS
BSL,BSL LTD (XNSE:BSL),15726.43,BSL.NS
UNITEDPOLY,UNITED POLYFAB GUJARAT LIMITED (XNSE:UNITEDPOLY),15703.19,UNITEDPOLY.NS
PASHUPATI,PASHUPATI COTSPIN LIMITED (XNSE:PASHUPATI),15604.96,PASHUPATI.NS
SHIVATEX,SHIVA TEXYARN LIMITED (XNSE:SHIVATEX),15535.81,SHIVATEX.NS
MANGALAM,MANGALAM DRUGS AND ORGANICS LIMITED (XNSE:MANGALAM),15511.68,MANGALAM.NS
KRISHNADEF,Krishna Defence & Allied Industries Ltd (XNSE:KRISHNADEF),15477.7,KRISHNADEF.NS
PREMIERPOL,PREMIER POLYFILM LIMITED (XNSE:PREMIERPOL),15428.57,PREMIERPOL.NS
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED (XNSE:SMSLIFE),15420.28,SMSLIFE.NS
GOLDSTAR,GOLDSTAR POWER LIMITED (XNSE:GOLDSTAR),15405.12,GOLDSTAR.NS
BROOKS,BROOKS LABORATORIES LIMITED (XNSE:BROOKS),15402.2,BROOKS.NS
VAISHALI,VAISHALI PHARMA LIMITED (XNSE:VAISHALI),15386.92,VAISHALI.NS
ALMONDZ,Almondz Global Securities Limited (XNSE:ALMONDZ),15375.67,ALMONDZ.NS
3RDROCK,3RD ROCK MULTIMEDIA LIMITED (XNSE:3RDROCK),15316.15,3RDROCK.NS
PRESSMN,PRESSMAN ADVERTISING LIMITED (XNSE:PRESSMN),15299.07,PRESSMN.NS
AARVI,AARVI ENCON LIMITED (XNSE:AARVI),15271.87,AARVI.NS
AKSHAR,AKSHAR SPINTEX LIMITED (XNSE:AKSHAR),15249.39,AKSHAR.NS
LATTEYS,LATTEYS INDUSTRIES LIMITED (XNSE:LATTEYS),15236.39,LATTEYS.NS
VISESHINFO,Visesh Infotecnics Limited,15097.75,VISESHINFO.NS
BHAGYANGR,BHAGYANAGAR INDIA LIMITED (XNSE:BHAGYANGR),15037.65,BHAGYANGR.NS
TTL,T T LIMITED (XNSE:TTL),14984.14,TTL.NS
SADBHAV,SADBHAV ENGINEERING LIMITED (XNSE:SADBHAV),14840.87,SADBHAV.NS
COMPUSOFT,COMPUCOM SOFTWARE LIMITED (XNSE:COMPUSOFT),14796.41,COMPUSOFT.NS
KAKATCEM,KAKATIYA CEMENT SUGAR AND INDUSTRIES LIMITED (XNSE:KAKATCEM),14793.65,KAKATCEM.NS
RPPINFRA,R.P.P. Infra Projects Limited,14789.52,RPPINFRA.NS
SVLL,SHREE VASU LOGISTICS LIMITED (XNSE:SVLL),14779.67,SVLL.NS
SMARTLINK,SMARTLINK HOLDINGS LIMITED (XNSE:SMARTLINK),14763,SMARTLINK.NS
ASPINWALL,ASPINWALL & COMPANY LIMITED (XNSE:ASPINWALL),14760.93,ASPINWALL.NS
LAMBODHARA,LAMBODHARA TEXTILES LIMITED (XNSE:LAMBODHARA),14684.3,LAMBODHARA.NS
DJML,DJ MEDIAPRINT & LOGISTICS LIMITED (XNSE:DJML),14682.55,DJML.NS
TIL,TIL LIMITED (XNSE:TIL),14649.2,TIL.NS
ELGIRUBCO,ELGI RUBBER COMPANY LIMITED (XNSE:ELGIRUBCO),14639.63,ELGIRUBCO.NS
JAINAM,JAINAM FERRO ALLOYS (I) LIMITED (XNSE:JAINAM),14585.02,JAINAM.NS
WORTH,WORTH PERIPHERALS LIMITED (XNSE:WORTH),14490.92,WORTH.NS
ISFT,INTRASOFT TECHNOLOGIES LIMITED (XNSE:ISFT),14481.24,ISFT.NS
GINNIFILA,GINNI FILAMENTS LIMITED. (XNSE:GINNIFILA),14474.86,GINNIFILA.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED (XNSE:PILITA),14452.5,PILITA.NS
SOFTTECH,SOFTTECH ENGINEERS LIMITED (XNSE:SOFTTECH),14436.78,SOFTTECH.NS
DUCON,DUCON INFRATECHNOLOGIES LIMITED (XNSE:DUCON),14426.7,DUCON.NS
VETO,Veto Switchgears And Cables Limited,14374.45,VETO.NS
RANEENGINE,RANE ENGINE VALVE LIMITED (XNSE:RANEENGINE),14266.52,RANEENGINE.NS
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED (XNSE:AVONMORE),14222.11,AVONMORE.NS
KBCGLOBAL,KBC GLOBAL LIMITED (XNSE:KBCGLOBAL),14145,KBCGLOBAL.NS
PANSARI,PANSARI DEVELOPERS LIMITED (XNSE:PANSARI),14070.84,PANSARI.NS
MODIRUBBER,MODI RUBBER LIMITED (XNSE:MODIRUBBER),14060.26,MODIRUBBER.NS
INVENTURE,INVENTURE GROWTH AND SECURITIES LIMITED (XNSE:INVENTURE),13860,INVENTURE.NS
KAPSTON,KAPSTON SERVICES LIMITED (XNSE:KAPSTON),13831.43,KAPSTON.NS
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED (XNSE:AKSHOPTFBR),13747.98,AKSHOPTFBR.NS
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED (XNSE:JMA),13738.89,JMA.NS
EMMBI,EMMBI INDUSTRIES LIMITED (XNSE:EMMBI),13736.48,EMMBI.NS
NITCO,NITCO LIMITED (XNSE:NITCO),13725.06,NITCO.NS
IRIS,IRIS BUSINESS SERVICES LIMITED (XNSE:IRIS),13668.98,IRIS.NS
SHERA,SHERA ENERGY LIMITED (XNSE:SHERA),13559.07,SHERA.NS
DRSDILIP,DRS DILIP ROADLINES LIMITED (XNSE:DRSDILIP),13548.63,DRSDILIP.NS
UNITEDTEA,United Interactive Limited (XBOM:502893),13475.74,UNITEDTEA.NS
JOCIL,JOCIL LIMITED (XNSE:JOCIL),13454.94,JOCIL.NS
MANAKALUCO,Manaksia Aluminium Company Limited,13368.95,MANAKALUCO.NS
VIPULLTD,VIPUL LIMITED (XNSE:VIPULLTD),13258.29,VIPULLTD.NS
SIKKO,SIKKO INDUSTRIES LIMITED (XNSE:SIKKO),13255.2,SIKKO.NS
GILLANDERS,Gillanders Arbuthnot & Company Limited,13157.56,GILLANDERS.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED (XNSE:SVPGLOB),13092.75,SVPGLOB.NS
VISASTEEL,VISA STEEL LIMITED (XNSE:VISASTEEL),13084.21,VISASTEEL.NS
DCM,DCM LTD. (XNSE:DCM),13083.76,DCM.NS
INTENTECH,Intense Technologies Limited (XNSE:INTENTECH),12991.34,INTENTECH.NS
TEXMOPIPES,Texmo Pipes and Products Limited (XNSE:TEXMOPIPES),12977.18,TEXMOPIPES.NS
WEIZMANIND,WEIZMANN LIMITED (XNSE:WEIZMANIND),12956.82,WEIZMANIND.NS
BYKE,The Byke Hospitality Limited (XNSE:BYKE),12951.59,BYKE.NS
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED (XNSE:RAJSREESUG),12922.89,RAJSREESUG.NS
ZODIAC,ZODIAC ENERGY LIMITED (XNSE:ZODIAC),12914.01,ZODIAC.NS
ARSHIYA,Arshiya Limited (XNSE:ARSHIYA),12910.32,ARSHIYA.NS
UMANGDAIRY,UMANG DAIRIES LIMITED (XNSE:UMANGDAIRY),12904.88,UMANGDAIRY.NS
LOVABLE,LOVABLE LINGERIE LIMITED (XNSE:LOVABLE),12898.2,LOVABLE.NS
HOMESFY,HOMESFY REALTY LIMITED (XNSE:HOMESFY),12801.29,HOMESFY.NS
ALPHAGEO,ALPHAGEO (INDIA) LIMITED (XNSE:ALPHAGEO),12745.45,ALPHAGEO.NS
NDGL,NAGA DHUNSERI GROUP LTD. (XNSE:NDGL),12715,NDGL.NS
PRAXIS,PRAXIS HOME RETAIL LIMITED (XNSE:PRAXIS),12712.58,PRAXIS.NS
ARTNIRMAN,ART NIRMAN LIMITED (XNSE:ARTNIRMAN),12652.69,ARTNIRMAN.NS
SHIGAN,Shigan Quantum Technologies Ltd (XNSE:SHIGAN),12575.48,SHIGAN.NS
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LIMITED (XNSE:NOIDATOLL),12568.16,NOIDATOLL.NS
UMAEXPORTS,UMA EXPORTS LTD (XNSE:UMAEXPORTS),12543.45,UMAEXPORTS.NS
VELS,Vels Film International Ltd (XNSE:VELS),12520.76,VELS.NS
ATLANTA,ATLANTA LIMITED (XNSE:ATLANTA),12510.25,ATLANTA.NS
MOTOGENFIN,The Motor & General Finance Limited,12508.88,MOTOGENFIN.NS
AVROIND,AVRO INDIA LIMITED (XNSE:AVROIND),12493.24,AVROIND.NS
SALONA,SALONA COTSPIN LIMITED (XNSE:SALONA),12463.99,SALONA.NS
INDIANCARD,THE INDIAN CARD CLOTHING COMPANY LIMITED (XNSE:INDIANCARD),12458.53,INDIANCARD.NS
SPTL,SINTEX PLASTICS TECHNOLOGY LIMITED (XNSE:SPTL),12404.82,SPTL.NS
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITED (XNSE:PRITIKAUTO),12369.81,PRITIKAUTO.NS
URAVI,URAVI T AND WEDGE LAMPS LIMITED (XNSE:URAVI),12358.5,URAVI.NS
IVP,IVP LTD (XNSE:IVP),12293.42,IVP.NS
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED (XNSE:MAHAPEXLTD),12282.29,MAHAPEXLTD.NS
SOMATEX,SOMA TEXTILES & INDUSTRIES LTD (XNSE:SOMATEX),12255.24,SOMATEX.NS
LEXUS,LEXUS GRANITO (INDIA) LIMITED (XNSE:LEXUS),12214.9,LEXUS.NS
WANBURY,WANBURY LIMITED (XNSE:WANBURY),12199.15,WANBURY.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited (XNSE:LOTUSEYE),12186.65,LOTUSEYE.NS
KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED (XNSE:KREBSBIO),12181.73,KREBSBIO.NS
RNAVAL,RELIANCE NAVAL AND ENGINEERING LIMITED (XNSE:RNAVAL),12170.26,RNAVAL.NS
WSI,W.S. INDUSTRIES (INDIA) LIMITED (XNSE:WSI),12124.82,WSI.NS
RHFL,RELIANCE HOME FINANCE LIMITED (XNSE:RHFL),12113.89,RHFL.NS
HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED (XNSE:HDIL),12087.1,HDIL.NS
DCI,DC INFOTECH AND COMMUNICATION LIMITED (XNSE:DCI),12048,DCI.NS
RVHL,RAVINDER HEIGHTS LIMITED (XNSE:RVHL),12035.77,RVHL.NS
XELPMOC,XELPMOC DESIGN AND TECH LIMITED (XNSE:XELPMOC),11906.03,XELPMOC.NS
RKEC,RKEC PROJECTS LIMITED (XNSE:RKEC),11875.35,RKEC.NS
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD (XNSE:RELCHEMQ),11869.8,RELCHEMQ.NS
DIL,DEBOCK INDUSTRIES LIMITED (XNSE:DIL),11848.2,DIL.NS
